arm,team,week,week_start,att_mean,att_lo,att_hi,def_mean,def_lo,def_hi
a1_grw1,alloa-athletic,1,2024-07-29,0.17703530542501142,0.07239982288876537,0.28018108197892905,-0.0659076376170874,-0.15339578356416392,0.019602378475245864
a1_grw1,alloa-athletic,2,2024-08-05,0.17746416755992636,0.07734189922717186,0.2841457402313233,-0.07587191019059247,-0.16884641628911776,0.013116992598310818
a1_grw1,alloa-athletic,3,2024-08-12,0.17415481638902502,0.08168092051656255,0.27126214828399026,-0.07761461146749682,-0.16425433741421133,0.005135632033587428
a1_grw1,alloa-athletic,4,2024-08-19,0.1707938414725627,0.07740075030636863,0.2618343348484036,-0.08367183271085216,-0.1664197835547127,-0.004765369107017658
a1_grw1,alloa-athletic,5,2024-08-26,0.17137197988408467,0.08472240115169465,0.2677657998311253,-0.08716219685793228,-0.16680546424094975,-0.010533743228222881
a1_grw1,alloa-athletic,6,2024-09-02,0.1519968362785996,0.059401670477994266,0.2529066932836512,-0.09476374712524091,-0.1789388636568353,-0.0024078116676982965
a1_grw1,alloa-athletic,7,2024-09-09,0.1367789249176243,0.04036725847169301,0.22885619901941434,-0.10361598777227211,-0.19657983476203006,-0.027905929354616735
a1_grw1,alloa-athletic,8,2024-09-16,0.13239541567360072,0.04461502747833462,0.2291601312467946,-0.10960498301511779,-0.199284600800416,-0.02481061121051557
a1_grw1,alloa-athletic,9,2024-09-23,0.12858176835372206,0.03792775860763234,0.2205170809703548,-0.11399447451422187,-0.20901463167498513,-0.02499607646394083
a1_grw1,alloa-athletic,10,2024-09-30,0.12221225397887377,0.03133374253219734,0.21093567664753396,-0.11915323899046637,-0.20313055866472907,-0.0254646825878123
a1_grw1,alloa-athletic,11,2024-10-07,0.11264238313325013,0.03562637817026221,0.1999555958824884,-0.11282946553312323,-0.20293678366484563,-0.023055969291229262
a1_grw1,alloa-athletic,12,2024-10-14,0.10261545909333841,0.016980294179975035,0.19259838815107794,-0.10281812121300865,-0.1945621353920983,-0.00300873319407902
a1_grw1,alloa-athletic,13,2024-10-21,0.08877602786162787,0.004731197774710654,0.1854163052479072,-0.10155185229789807,-0.18238983141262882,-0.02276518341638041
a1_grw1,alloa-athletic,14,2024-10-28,0.07638629744703979,-0.013080213056104595,0.17453192597067946,-0.08799383954863678,-0.17936683531773284,0.0038763540013192644
a1_grw1,alloa-athletic,15,2024-11-04,0.07062067391656082,-0.018517592883309775,0.16208699611941532,-0.08311108092367368,-0.17607427788058377,0.0018323814047969136
a1_grw1,alloa-athletic,16,2024-11-11,0.07117990088754696,-0.016985384298534075,0.16249381511254996,-0.08001651269396351,-0.16820698309665372,0.004190703923958528
a1_grw1,alloa-athletic,17,2024-11-18,0.07101141298433812,-0.015164572097575432,0.16636901497192355,-0.08061685852740565,-0.16803800043211162,0.0024424015857337144
a1_grw1,alloa-athletic,18,2024-11-25,0.06818145779292045,-0.020856041952514892,0.16021875772801206,-0.08149725408666919,-0.161442774100608,0.0041150237488831246
a1_grw1,alloa-athletic,19,2024-12-02,0.06622171759114535,-0.014691060270510738,0.14769535328939898,-0.0808301448916321,-0.16560319652278677,-0.0017640350424303812
a1_grw1,alloa-athletic,20,2024-12-09,0.07158116536036582,-0.010133165466020621,0.1634804648559513,-0.08682178951554204,-0.16842439972610027,-0.006693655057964657
a1_grw1,alloa-athletic,21,2024-12-16,0.06985561280517856,-0.013458584717178647,0.16186085243562498,-0.08258713671386836,-0.16895486133744078,-0.0010811767244650777
a1_grw1,alloa-athletic,22,2024-12-23,0.07080200439155195,-0.014765944212212927,0.1606456383279549,-0.07556184239489466,-0.16703472345719758,0.008550236861957165
a1_grw1,alloa-athletic,23,2024-12-30,0.05849611915139805,-0.022487804612084092,0.14202902172761064,-0.06567796745243128,-0.1540824038090065,0.036080054089506416
a1_grw1,alloa-athletic,24,2025-01-06,0.05931357506968408,-0.024516798981116618,0.14391156231971566,-0.055086811918010826,-0.14429227576843057,0.053009103756772584
a1_grw1,alloa-athletic,25,2025-01-13,0.057704529862953845,-0.024019519090880743,0.14016153507044635,-0.039787392853856234,-0.1345448691409218,0.06285571698936711
a1_grw1,alloa-athletic,26,2025-01-20,0.051802805153092706,-0.029804245822712367,0.13444763427249243,-0.02077896120045689,-0.10308493664305785,0.08263910322379071
a1_grw1,alloa-athletic,27,2025-01-27,0.04528141426615459,-0.03602210068367852,0.12348617265709462,-0.005315792319063979,-0.07844282396210252,0.08941543597334008
a1_grw1,alloa-athletic,28,2025-02-03,0.04292110338886185,-0.03226305078023562,0.1230481188353181,-0.00017101325283393066,-0.07428025816170694,0.0917992761124547
a1_grw1,alloa-athletic,29,2025-02-10,0.03955693754911899,-0.038482969007601175,0.12141876963742726,0.003114420921537752,-0.06832016916184885,0.09822373007460167
a1_grw1,alloa-athletic,30,2025-02-17,0.038857687158635634,-0.037633953962442325,0.12229743268740965,0.007891769086009203,-0.06593902498571273,0.09375698488452902
a1_grw1,alloa-athletic,31,2025-02-24,0.04137405420947031,-0.03979163460774363,0.12095753620774985,0.0163717120942802,-0.05704887814584682,0.09506142527508853
a1_grw1,alloa-athletic,32,2025-03-03,0.04864154702905407,-0.039782000093208834,0.13553317619949015,0.02256340199805802,-0.05580018151200628,0.11270499266465825
